,0
1994-12-29,1955.3446669771763
1994-12-30,1828.9744600692165
1995-01-03,2377.8858369474738
1995-01-04,2012.9671003636017
1995-01-05,1708.5030884478908
1995-01-06,2123.80076225522
1995-01-09,2618.3905024751384
1995-01-10,3406.054234021116
1995-01-11,3412.1873220309276
1995-01-12,3664.082008148245
1995-01-13,4424.584921365051
1995-01-16,4377.710605861478
1995-01-17,4302.3612388837755
1995-01-18,4285.276207999297
1995-01-19,4969.991676523413
1995-01-20,5482.980680772768
1995-01-23,5769.483506374028
1995-01-24,6020.502037061373
1995-01-25,5893.897577430235
1995-01-26,5655.643570187578
1995-01-27,4894.206320377773
1995-02-06,5636.543736665653
1995-02-07,6024.230417555627
1995-02-08,5713.806766229809
1995-02-09,5626.028649801891
1995-02-10,5283.602560195064
1995-02-13,4933.488914819139
1995-02-14,4486.447484000504
1995-02-15,3586.4061282783678
1995-02-16,3700.1256547920134
1995-02-17,3922.3877674244036
1995-02-20,3154.59050425233
1995-02-21,2830.6382115881747
1995-02-22,2565.012419526533
1995-02-23,829.2352043411938
1995-02-24,1860.5869135510427
1995-02-27,1665.9627308205643
1995-02-28,2425.1997769931254
1995-03-01,2341.0653646669225
1995-03-02,1945.7349934956321
1995-03-03,1500.7349090233322
1995-03-06,474.39644540555224
1995-03-07,855.4975355033904
1995-03-08,766.8852200015829
1995-03-09,1334.702583142432
1995-03-10,2333.3596650604322
1995-03-13,2349.4746820443975
1995-03-14,2216.28880638281
1995-03-15,3050.0039497590656
1995-03-16,3022.9875977565407
1995-03-17,2608.736867051113
1995-03-20,2265.581799510233
1995-03-21,2446.6387550359427
1995-03-22,1826.684572241097
1995-03-23,1128.0511888774815
1995-03-24,1535.1923532664553
1995-03-27,686.3101350817608
1995-03-28,405.7192511256841
1995-03-29,829.9233746741444
1995-03-30,529.0320568791345
1995-03-31,660.939254085069
1995-04-03,166.3492258540188
1995-04-04,74.03093052127738
1995-04-05,416.43885547658556
1995-04-06,756.7887734645532
1995-04-07,32.1049061722829
1995-04-10,602.439814951233
1995-04-11,1696.8205793087186
1995-04-12,2031.8531396411008
1995-04-13,2047.7649762795786
1995-04-14,2285.1165394701966
1995-04-17,2223.237174765004
1995-04-18,2369.5376727465605
1995-04-19,2370.4216636709193
1995-04-20,1975.7197159442517
1995-04-21,1901.0224828358423
1995-04-24,2678.9344962725054
1995-04-25,2801.8092347585225
1995-04-26,3402.481067861037
1995-04-27,5813.566314052508
1995-04-28,4703.715708518724
1995-05-02,4589.680879276308
1995-05-03,4358.5172525562075
1995-05-04,4897.751716415714
1995-05-05,4827.032442466926
1995-05-08,4863.718065827856
1995-05-09,4713.439608686684
1995-05-10,5033.444323304948
1995-05-11,4292.9759005158785
1995-05-12,3676.7046244650137
1995-05-15,3180.266065110243
1995-05-16,3186.891327871388
1995-05-17,3235.121347967228
1995-05-18,2418.4090265701443
1995-05-19,290.3150282250743
1995-05-22,1596.9556944821973
1995-05-23,5542.375645555856
1995-05-24,6483.718401739602
1995-05-25,7283.827126936666
1995-05-26,8068.931774938842
1995-05-29,7207.828214188638
1995-05-30,7024.191356346834
1995-05-31,7470.725740690404
1995-06-01,7099.864093503668
1995-06-02,6825.224245718946
1995-06-05,7460.940472954607
1995-06-06,7961.946181027454
1995-06-07,7595.650992117424
1995-06-08,7384.9415602065765
1995-06-09,7310.573525414515
1995-06-12,7480.837184017397
1995-06-13,7271.106278880129
1995-06-14,7661.8646371296545
1995-06-15,9112.693666757272
1995-06-16,9250.992117423213
1995-06-19,9294.047295460725
1995-06-20,9141.397118782277
1995-06-21,5754.1617197564865
1995-06-22,4672.867728204317
1995-06-23,4151.47377720665
1995-06-26,2994.41387360347
1995-06-27,2951.4757378689324
1995-06-28,3117.219483666138
1995-06-29,3198.6799231347622
1995-06-30,3861.64257665636
1995-07-03,4395.5217645584435
1995-07-04,4503.7179380065145
1995-07-05,3678.3936556146095
1995-07-06,3372.1420737366047
1995-07-07,3135.9149582384175
1995-07-10,1684.6365040324927
1995-07-11,2174.9699708288067
1995-07-12,2294.6576674483786
